rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vwmaccus_op,The widening integer multiply-add instructions add the full 2*SEW-bit product from a SEW-bit*SEW-bit multiply to a 2*SEW-bit value and produce a 2*SEW-bit result.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vwmaccus.vx] tests vwmaccus_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,Edge coverpoint cp_vs2_edges on [vwmaccus.vx] tests vwmaccus_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vwmaccus.vx] tests vwmaccus_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_rs1_edges, cp_vs2_edges, cr_vs2_rs1_edges) collectively exercise vwmaccus_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmerge_op,"The vector integer merge instructions combine two source operands based on a mask. ||| The vmerge instructions are encoded as masked instructions (vm=0). The instructions combine two sources as follows.  At elements where the mask value is zero, the first operand is copied to the destination element, otherwise the second operand is copied to the destination element.  The first operand is always a vector register group specified by vs2.  The second operand is a vector register group specified by vs1 or a scalar x register specified by rs1 or a 5-bit sign-extended immediate.",cp_vs1,"cp_vs1 with nv0 variant exercises all vs1 register values (excluding v0) for vmerge.vvm, covering the vs1 second operand selection in merge operations.",cp_vs2,"cp_vs2 exercises the first operand (vs2) of merge operations across register values, partially covering the rule that the first operand is always a vector register group specified by vs2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_vs1, cp_vs2) collectively exercise vmerge_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmerge_all_elem,"Unlike regular arithmetic instructions, the merge operates on all body elements (i.e., the set of elements from vstart up to the current vector length in vl).",cp_masking_edges,cp_masking_edges with vmerge exercises mask-as-selector semantics where all body elements are written based on mask selection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_masking_edges coverpoint exercises vmerge_all_elem, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv_op,"The vector integer move instructions copy a source operand to a vector register group. The vmv.v.v variant copies a vector register group, whereas the vmv.v.x and vmv.v.i variants splat a scalar register or immediate to all active elements of the destination vector register group.",cp_asm_count,Edge coverpoint cp_asm_count on [vmv.v.i] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_rs1_edges,"Edge coverpoint cp_rs1_edges on [vmerge.vxm, vmv.v.x] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cp_vs1_edges,"Edge coverpoint cp_vs1_edges on [vmerge.vvm, vmv.v.v] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vmerge.vim, vmerge.vvm, vmerge.vxm, vmv.x.s] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_imm_edges,Edge coverpoint cr_vs2_imm_edges on [vmerge.vim] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vmerge.vxm] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_vs1_edges,Edge coverpoint cr_vs2_vs1_edges on [vmerge.vvm] tests vmv_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_asm_count, cp_rs1_edges, cp_vs1_edges, cp_vs2_edges, cr_vs2_imm_edges, cr_vs2_rs1_edges, ...) collectively exercise vmv_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv_vs2_nv0_rsv,"The first operand specifier (vs2) must contain v0, and any other vector register number in vs2 is reserved.",cp_ssstrictv_vmv_vs2_not_v0_reserved,Directly tests that using a vs2 register other than v0 in vmv.v.v is reserved and causes a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_ssstrictv_vmv_vs2_not_v0_reserved coverpoint exercises vmv_vs2_nv0_rsv, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vsaddu_op,"Saturating forms of integer add and subtract are provided, for both signed and unsigned integers. ||| If the result would overflow the destination, the result is replaced with the closest representable value, and the vxsat bit is set.",cp_vs2_vs1_corners,"Coverpoint tests corner values of vs2/vs1 that cause saturating unsigned add to overflow, verifying the result is clamped to the closest representable value and vxsat is set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vsaddu_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vsadd_op,"Saturating forms of integer add and subtract are provided, for both signed and unsigned integers. ||| If the result would overflow the destination, the result is replaced with the closest representable value, and the vxsat bit is set.",cp_vs2_vs1_corners,"Coverpoint tests corner values of vs2/vs1 that cause saturating signed add to overflow, verifying the result is clamped to the closest representable value and vxsat is set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vsadd_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vssubu_op,"Saturating forms of integer add and subtract are provided, for both signed and unsigned integers. ||| If the result would overflow the destination, the result is replaced with the closest representable value, and the vxsat bit is set.",cp_vs2_vs1_corners,"Coverpoint tests corner values of vs2/vs1 that cause saturating unsigned subtract to overflow, verifying the result is clamped to the closest representable value and vxsat is set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vssubu_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vssub_op,"Saturating forms of integer add and subtract are provided, for both signed and unsigned integers. ||| If the result would overflow the destination, the result is replaced with the closest representable value, and the vxsat bit is set.",cp_vs2_vs1_corners,"Coverpoint tests corner values of vs2/vs1 that cause saturating signed subtract to overflow, verifying the result is clamped to the closest representable value and vxsat is set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs2_vs1_corners coverpoint exercises vssub_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vxsat_op_vsaddsub,"If the result would overflow the destination, the result is replaced with the closest representable value, and the vxsat bit is set.",cp_vs2_vs1_corners,"Tests saturating add/sub operand corner cases that trigger overflow, verifying clamped (nearest representable) results.",cp_vxsat,"Verifies vxsat CSR takes both 0 and 1 values, confirming the vxsat bit is set when saturation occurs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The rule mandates two behaviors: (1) saturate to nearest representable value on overflow, and (2) set vxsat. cp_vs2_vs1_corners exercises overflow scenarios (min/max/boundary operands) for vsaddu/vsadd/vssubu/vssub, covering the saturation clamping. cp_vxsat verifies the vxsat CSR is observed in both set and clear states, directly confirming the flag-setting requirement.",No single coverpoint combines saturation result verification with vxsat bit checking in one step; the two coverpoints together provide complementary coverage.,,,,,,,,,,,,,,,,,,,,,,,,,,
vaaddu_op,"The averaging add and subtract instructions right shift the result by one bit and round off the result according to the setting in vxrm. Computation is performed in infinite precision before rounding and truncating. ||| For vasub and vasubu, overflow is ignored and the result wraps around.",cr_vxrm_vs2_rs1_edges,"cr_vxrm_vs2_rs1_edges exercises vaaddu.vx with all 4 vxrm modes crossed with vs2 and rs1 edge values, testing unsigned averaging add with rounding per vxrm.",cr_vxrm_vs2_vs1_edges,"cr_vxrm_vs2_vs1_edges tests vaaddu.vv with edge values of vs2 and vs1 crossed with all 4 rounding modes, exercising the unsigned averaging add rounding behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cr_vxrm_vs2_rs1_edges, cr_vxrm_vs2_vs1_edges) collectively exercise vaaddu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vaadd_op,"The averaging add and subtract instructions right shift the result by one bit and round off the result according to the setting in vxrm. Computation is performed in infinite precision before rounding and truncating. ||| For vasub and vasubu, overflow is ignored and the result wraps around.",cr_vxrm_vs2_rs1_edges,"cr_vxrm_vs2_rs1_edges exercises vaadd.vx with all 4 vxrm modes crossed with vs2 and rs1 edge values, testing averaging add with rounding per vxrm.",cr_vxrm_vs2_vs1_edges,"cr_vxrm_vs2_vs1_edges tests vaadd.vv with edge values of vs2 and vs1 crossed with all 4 rounding modes, exercising the averaging add rounding behavior specified by vxrm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cr_vxrm_vs2_rs1_edges, cr_vxrm_vs2_vs1_edges) collectively exercise vaadd_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vasubu_op,"The averaging add and subtract instructions right shift the result by one bit and round off the result according to the setting in vxrm. Computation is performed in infinite precision before rounding and truncating. ||| For vasub and vasubu, overflow is ignored and the result wraps around.",cr_vxrm_vs2_rs1_edges,"cr_vxrm_vs2_rs1_edges exercises vasubu.vx with all 4 vxrm modes crossed with vs2 and rs1 edge values, testing unsigned averaging subtract with rounding and wraparound overflow.",cr_vxrm_vs2_vs1_edges,"cr_vxrm_vs2_vs1_edges tests vasubu.vv with edge values of vs2 and vs1 crossed with all 4 rounding modes, exercising the unsigned averaging subtract rounding behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cr_vxrm_vs2_rs1_edges, cr_vxrm_vs2_vs1_edges) collectively exercise vasubu_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vasub_op,"The averaging add and subtract instructions right shift the result by one bit and round off the result according to the setting in vxrm. Computation is performed in infinite precision before rounding and truncating. ||| For vasub and vasubu, overflow is ignored and the result wraps around.",cr_vxrm_vs2_rs1_edges,"cr_vxrm_vs2_rs1_edges exercises vasub.vx with all 4 vxrm modes crossed with vs2 and rs1 edge values, testing averaging subtract with rounding and wraparound overflow.",cr_vxrm_vs2_vs1_edges,"cr_vxrm_vs2_vs1_edges tests vasub.vv with edge values of vs2 and vs1 crossed with all 4 rounding modes, exercising the averaging subtract rounding behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cr_vxrm_vs2_rs1_edges, cr_vxrm_vs2_vs1_edges) collectively exercise vasub_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vsmul_op,"The signed fractional multiply instruction produces a 2*SEW product of the two SEW inputs, then shifts the result right by SEW-1 bits, rounding these bits according to vxrm, then saturates the result to fit into SEW bits. ||| If the result causes saturation, the vxsat bit is set.",cr_vxrm_vs2_vs1_edges,"cr_vxrm_vs2_vs1_edges tests vsmul.vv with edge values of vs2 and vs1 crossed with all 4 rounding modes, exercising the signed fractional multiply rounding and saturation behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cr_vxrm_vs2_vs1_edges coverpoint exercises vsmul_op, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
